id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
904,Arkansas,2001.0,45.0,2.0,2.0,0.0,0.0,4.0,35.0,10.0,4.0,0.0,0.0,14.0,100.0,18.0,135.0,13.3
905,California,2001.0,13.0,10.0,0.0,0.0,0.0,10.0,40.0,20.0,4.0,0.0,0.0,24.0,80.0,34.0,120.0,28.3
906,Colorado,2001.0,4.0,7.0,3.0,0.0,0.0,10.0,35.0,13.0,11.0,0.0,0.0,24.0,65.0,34.0,100.0,34.0
907,Connecticut,2001.0,9.0,6.0,2.0,0.0,0.0,8.0,36.0,33.0,15.0,0.0,0.0,48.0,151.0,56.0,187.0,29.9
908,Deleware,2001.0,16.0,3.0,3.0,0.0,0.0,6.0,21.0,3.0,7.0,0.0,0.0,10.0,41.0,16.0,62.0,25.8
909,Florida,2001.0,21.0,3.0,4.0,0.0,0.0,7.0,40.0,17.0,14.0,0.0,0.0,31.0,120.0,38.0,160.0,23.8
910,Georgia,2001.0,31.0,9.0,1.0,0.0,0.0,10.0,56.0,28.0,11.0,0.0,0.0,39.0,180.0,49.0,236.0,20.8
911,Hawaii,2001.0,17.0,6.0,0.0,0.0,0.0,6.0,25.0,7.0,6.0,0.0,0.0,13.0,51.0,19.0,76.0,25.0
912,Idaho,2001.0,18.0,1.0,5.0,0.0,0.0,6.0,35.0,4.0,16.0,0.0,0.0,20.0,70.0,26.0,105.0,24.8
913,Illinois,2001.0,15.0,6.0,6.0,0.0,0.0,12.0,59.0,20.0,15.0,0.0,0.0,35.0,118.0,47.0,177.0,26.6
914,Indiana,2001.0,36.0,6.0,6.0,0.0,0.0,12.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,26.0,150.0,17.3
915,Iowa,2001.0,27.0,3.0,8.0,0.0,0.0,11.0,50.0,12.0,10.0,0.0,0.0,22.0,100.0,33.0,150.0,22.0
916,Kansas,2001.0,6.0,3.0,10.0,0.0,0.0,13.0,40.0,19.0,22.0,0.0,0.0,41.0,125.0,54.0,165.0,32.7
917,Kentucky,2001.0,47.0,0.0,4.0,0.0,0.0,4.0,38.0,9.0,2.0,0.0,0.0,11.0,100.0,15.0,138.0,10.9
918,Louisiana,2001.0,39.0,3.0,0.0,0.0,0.0,3.0,39.0,14.0,6.0,0.0,0.0,20.0,105.0,23.0,144.0,16.0
919,Maine,2001.0,8.0,11.0,3.0,1.0,0.0,15.0,35.0,28.0,13.0,1.0,0.0,42.0,151.0,57.0,186.0,30.6
920,Maryland,2001.0,10.0,7.0,2.0,0.0,0.0,9.0,47.0,37.0,9.0,0.0,0.0,46.0,141.0,55.0,188.0,29.3
921,Massachusetts,2001.0,19.0,11.0,1.0,0.0,0.0,12.0,40.0,30.0,7.0,0.0,0.0,37.0,160.0,49.0,200.0,24.5
922,Michigan,2001.0,25.0,3.0,3.0,0.0,0.0,6.0,38.0,15.0,12.0,0.0,0.0,27.0,110.0,33.0,148.0,22.3
923,Minnesota,2001.0,12.0,12.0,11.0,0.0,0.0,23.0,67.0,22.0,13.0,0.0,0.0,35.0,134.0,58.0,201.0,28.9
924,Mississippi,2001.0,46.0,6.0,0.0,0.0,0.0,6.0,52.0,12.0,4.0,0.0,0.0,16.0,122.0,22.0,174.0,12.6
925,Missouri,2001.0,22.0,2.0,4.0,0.0,0.0,6.0,34.0,25.0,15.0,0.0,0.0,40.0,163.0,46.0,197.0,23.4
926,Montana,2001.0,23.0,7.0,0.0,0.0,0.0,7.0,50.0,15.0,12.0,0.0,0.0,27.0,100.0,34.0,150.0,22.7
927,Nebraska*,2001.0,35.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
928,Nevada,2001.0,3.0,4.0,1.0,0.0,0.0,5.0,21.0,11.0,6.0,0.0,0.0,17.0,42.0,22.0,63.0,34.9
929,New Hampshire,2001.0,11.0,5.0,2.0,0.0,0.0,7.0,24.0,69.0,48.0,0.0,0.0,117.0,400.0,124.0,424.0,29.2
930,New Jersey,2001.0,43.0,1.0,2.0,0.0,0.0,3.0,40.0,10.0,5.0,0.0,0.0,15.0,80.0,18.0,120.0,15.0
931,New Mexico,2001.0,7.0,7.0,5.0,0.0,0.0,12.0,42.0,13.0,10.0,0.0,0.0,23.0,70.0,35.0,112.0,31.3
932,New York,2001.0,29.0,7.0,3.0,0.0,0.0,10.0,61.0,26.0,10.0,0.0,0.0,36.0,150.0,46.0,211.0,21.8
933,North Carolina,2001.0,32.0,4.0,1.0,0.0,0.0,5.0,50.0,14.0,13.0,0.0,0.0,27.0,120.0,32.0,170.0,18.8
934,North Dakota,2001.0,37.0,3.0,3.0,0.0,0.0,6.0,49.0,7.0,12.0,0.0,0.0,19.0,98.0,25.0,147.0,17.0
935,Ohio,2001.0,28.0,3.0,1.0,0.0,0.0,4.0,33.0,13.0,12.0,0.0,0.0,25.0,99.0,29.0,132.0,22.0
936,Oklahoma,2001.0,49.0,3.0,3.0,0.0,0.0,6.0,48.0,4.0,5.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
937,Oregon,2001.0,5.0,7.0,1.0,0.0,0.0,8.0,30.0,12.0,10.0,0.0,0.0,22.0,60.0,30.0,90.0,33.3
938,Pennsylvania,2001.0,44.0,4.0,3.0,0.0,0.0,7.0,50.0,12.0,15.0,0.0,0.0,27.0,203.0,34.0,253.0,13.4
939,Rhode Island,2001.0,23.0,8.0,2.0,0.0,0.0,10.0,50.0,20.0,4.0,0.0,0.0,24.0,100.0,34.0,150.0,22.7
940,South Carolina,2001.0,48.0,2.0,0.0,0.0,0.0,2.0,46.0,7.0,9.0,0.0,0.0,16.0,124.0,18.0,170.0,10.6
941,South Dakota,2001.0,42.0,0.0,5.0,0.0,0.0,5.0,35.0,4.0,7.0,0.0,0.0,11.0,70.0,16.0,105.0,15.2
942,Tennessee,2001.0,40.0,4.0,1.0,0.0,0.0,5.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,21.0,132.0,15.9
943,Texas,2001.0,33.0,2.0,2.0,0.0,0.0,4.0,31.0,16.0,14.0,0.0,0.0,30.0,150.0,34.0,181.0,18.8
944,Utah,2001.0,26.0,3.0,2.0,0.0,0.0,5.0,29.0,9.0,9.0,0.0,0.0,18.0,75.0,23.0,104.0,22.1
945,Vermont,2001.0,14.0,8.0,1.0,0.0,0.0,9.0,30.0,25.0,15.0,0.0,1.0,41.0,150.0,50.0,180.0,27.8
946,Virginia,2001.0,38.0,8.0,0.0,0.0,0.0,8.0,40.0,7.0,8.0,0.0,0.0,15.0,100.0,23.0,140.0,16.4
947,Washington,2001.0,1.0,17.0,6.0,0.0,0.0,23.0,49.0,21.0,13.0,0.0,0.0,34.0,98.0,57.0,147.0,38.8
948,West Virginia,2001.0,34.0,2.0,3.0,0.0,0.0,5.0,34.0,17.0,3.0,0.0,0.0,20.0,100.0,25.0,134.0,18.7
949,Wisconsin,2001.0,20.0,3.0,7.0,0.0,0.0,10.0,33.0,10.0,12.0,0.0,0.0,22.0,99.0,32.0,132.0,24.2
950,Wyoming,2001.0,41.0,3.0,2.0,0.0,0.0,5.0,30.0,4.0,5.0,0.0,0.0,9.0,60.0,14.0,90.0,15.6
951,Alabama,2000.0,50.0,2.0,1.0,0.0,0.0,3.0,35.0,6.0,2.0,0.0,0.0,8.0,105.0,11.0,140.0,7.9
952,Alaska,2000.0,33.0,1.0,0.0,2.0,0.0,3.0,20.0,3.0,5.0,0.0,0.0,8.0,40.0,11.0,60.0,18.3
953,Arizona,2000.0,2.0,4.0,3.0,0.0,0.0,7.0,30.0,9.0,16.0,0.0,0.0,25.0,60.0,32.0,90.0,35.6
954,Arkansas,2000.0,43.0,0.0,2.0,0.0,0.0,2.0,35.0,15.0,4.0,0.0,0.0,19.0,100.0,21.0,135.0,15.6
955,California,2000.0,15.0,10.0,1.0,0.0,0.0,11.0,40.0,15.0,4.0,1.0,0.0,20.0,80.0,31.0,120.0,25.8
956,Colorado,2000.0,4.0,5.0,7.0,0.0,0.0,12.0,35.0,10.0,12.0,0.0,0.0,22.0,65.0,34.0,100.0,34.0
957,Connecticut,2000.0,9.0,5.0,4.0,0.0,0.0,9.0,36.0,33.0,14.0,0.0,0.0,47.0,151.0,56.0,187.0,29.9
958,Deleware,2000.0,22.0,3.0,3.0,0.0,0.0,6.0,21.0,2.0,7.0,0.0,0.0,9.0,41.0,15.0,62.0,24.2
959,Florida,2000.0,23.0,3.0,4.0,0.0,0.0,7.0,40.0,21.0,11.0,0.0,0.0,32.0,120.0,39.0,160.0,24.4
960,Georgia,2000.0,31.0,9.0,1.0,0.0,0.0,10.0,56.0,26.0,10.0,0.0,0.0,36.0,180.0,46.0,236.0,19.5
961,Hawaii,2000.0,25.0,5.0,0.0,0.0,0.0,5.0,25.0,7.0,5.0,0.0,0.0,12.0,51.0,17.0,76.0,22.4
962,Idaho,2000.0,17.0,2.0,4.0,0.0,0.0,6.0,35.0,6.0,15.0,0.0,0.0,21.0,70.0,27.0,105.0,25.7
963,Illinois,2000.0,16.0,6.0,6.0,0.0,0.0,12.0,59.0,18.0,14.0,0.0,0.0,32.0,118.0,44.0,177.0,24.9
964,Indiana,2000.0,35.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,27.0,150.0,18.0
965,Iowa,2000.0,29.0,4.0,7.0,0.0,0.0,11.0,50.0,9.0,11.0,0.0,0.0,20.0,100.0,31.0,150.0,20.7
966,Kansas,2000.0,5.0,4.0,10.0,0.0,0.0,14.0,40.0,17.0,23.0,0.0,0.0,40.0,125.0,54.0,165.0,32.7
967,Kentucky,2000.0,47.0,0.0,4.0,0.0,0.0,4.0,38.0,10.0,2.0,0.0,0.0,12.0,100.0,16.0,138.0,11.6
968,Louisiana,2000.0,39.0,3.0,0.0,0.0,0.0,3.0,39.0,14.0,6.0,0.0,0.0,20.0,105.0,23.0,144.0,16.0
969,Maine,2000.0,12.0,12.0,3.0,1.0,0.0,16.0,35.0,22.0,13.0,1.0,0.0,36.0,151.0,52.0,186.0,28.0
970,Maryland,2000.0,10.0,7.0,2.0,0.0,0.0,9.0,47.0,37.0,9.0,0.0,0.0,46.0,141.0,55.0,188.0,29.3
971,Massachusetts,2000.0,14.0,10.0,1.0,0.0,0.0,11.0,40.0,32.0,9.0,0.0,0.0,41.0,160.0,52.0,200.0,26.0
972,Michigan,2000.0,21.0,2.0,3.0,0.0,0.0,5.0,38.0,18.0,13.0,0.0,0.0,31.0,110.0,36.0,148.0,24.3
973,Minnesota,2000.0,11.0,14.0,8.0,0.0,0.0,22.0,67.0,20.0,15.0,0.0,0.0,35.0,134.0,57.0,201.0,28.4
974,Mississippi,2000.0,46.0,6.0,0.0,0.0,0.0,6.0,52.0,12.0,4.0,0.0,0.0,16.0,122.0,22.0,174.0,12.6
975,Missouri,2000.0,26.0,2.0,4.0,0.0,0.0,6.0,34.0,22.0,16.0,0.0,0.0,38.0,163.0,44.0,197.0,22.3
976,Montana,2000.0,17.0,8.0,0.0,0.0,0.0,8.0,50.0,18.0,11.0,0.0,0.0,29.0,100.0,37.0,150.0,24.7
977,Nebraska*,2000.0,20.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
978,Nevada,2000.0,3.0,4.0,1.0,0.0,0.0,5.0,21.0,11.0,6.0,0.0,0.0,17.0,42.0,22.0,63.0,34.9
979,New Hampshire,2000.0,6.0,5.0,3.0,0.0,0.0,8.0,24.0,70.0,57.0,0.0,0.0,127.0,400.0,135.0,424.0,31.8
980,New Jersey,2000.0,42.0,1.0,2.0,0.0,0.0,3.0,40.0,10.0,6.0,0.0,0.0,16.0,80.0,19.0,120.0,15.8
981,New Mexico,2000.0,13.0,7.0,3.0,0.0,0.0,10.0,42.0,10.0,11.0,0.0,0.0,21.0,70.0,31.0,112.0,27.7
982,New York,2000.0,27.0,6.0,3.0,0.0,0.0,9.0,61.0,26.0,10.0,0.0,0.0,36.0,150.0,45.0,211.0,21.3
983,North Carolina,2000.0,34.0,5.0,2.0,0.0,0.0,7.0,50.0,12.0,12.0,0.0,0.0,24.0,120.0,31.0,170.0,18.2
984,North Dakota,2000.0,37.0,3.0,3.0,0.0,0.0,6.0,49.0,10.0,10.0,0.0,0.0,20.0,98.0,26.0,147.0,17.7
985,Ohio,2000.0,30.0,3.0,2.0,0.0,0.0,5.0,33.0,10.0,12.0,0.0,0.0,22.0,99.0,27.0,132.0,20.5
986,Oklahoma,2000.0,49.0,4.0,2.0,0.0,0.0,6.0,48.0,5.0,4.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
987,Oregon,2000.0,8.0,6.0,2.0,0.0,0.0,8.0,30.0,11.0,8.0,0.0,0.0,19.0,60.0,27.0,90.0,30.0
988,Pennsylvania,2000.0,45.0,4.0,3.0,0.0,0.0,7.0,50.0,12.0,13.0,0.0,0.0,25.0,203.0,32.0,253.0,12.6
989,Rhode Island,2000.0,19.0,9.0,2.0,0.0,0.0,11.0,50.0,22.0,4.0,0.0,0.0,26.0,100.0,37.0,150.0,24.7
990,South Carolina,2000.0,48.0,2.0,0.0,0.0,0.0,2.0,46.0,7.0,9.0,0.0,0.0,16.0,124.0,18.0,170.0,10.6
991,South Dakota,2000.0,44.0,1.0,4.0,0.0,0.0,5.0,35.0,4.0,6.0,0.0,0.0,10.0,70.0,15.0,105.0,14.3
992,Tennessee,2000.0,39.0,5.0,1.0,0.0,0.0,6.0,33.0,12.0,5.0,0.0,0.0,17.0,99.0,23.0,132.0,17.4
993,Texas,2000.0,38.0,2.0,2.0,0.0,0.0,4.0,31.0,16.0,13.0,0.0,0.0,29.0,150.0,33.0,181.0,18.2
994,Utah,2000.0,28.0,3.0,1.0,0.0,0.0,4.0,29.0,8.0,10.0,0.0,0.0,18.0,75.0,22.0,104.0,21.2
995,Vermont,2000.0,7.0,9.0,1.0,0.0,0.0,10.0,30.0,34.0,13.0,0.0,0.0,47.0,150.0,57.0,180.0,31.7
996,Virginia,2000.0,41.0,8.0,0.0,0.0,0.0,8.0,40.0,7.0,8.0,0.0,0.0,15.0,100.0,23.0,140.0,16.4
997,Washington,2000.0,1.0,18.0,5.0,0.0,0.0,23.0,49.0,22.0,15.0,0.0,0.0,37.0,98.0,60.0,147.0,40.8
998,West Virginia,2000.0,36.0,2.0,2.0,0.0,0.0,4.0,34.0,14.0,6.0,0.0,0.0,20.0,100.0,24.0,134.0,17.9
999,Wisconsin,2000.0,24.0,4.0,7.0,0.0,0.0,11.0,33.0,10.0,10.0,0.0,0.0,20.0,99.0,31.0,132.0,23.5
1000,Wyoming,2000.0,32.0,3.0,2.0,0.0,0.0,5.0,30.0,7.0,5.0,0.0,0.0,12.0,60.0,17.0,90.0,18.9
1001,Alabama,1999.0,50.0,2.0,1.0,0.0,0.0,3.0,35.0,6.0,2.0,0.0,0.0,8.0,105.0,11.0,140.0,7.9
1002,Alaska,1999.0,33.0,1.0,0.0,2.0,0.0,3.0,20.0,3.0,5.0,0.0,0.0,8.0,40.0,11.0,60.0,18.3
1003,Arizona,1999.0,3.0,4.0,3.0,0.0,0.0,7.0,30.0,9.0,16.0,0.0,0.0,25.0,60.0,32.0,90.0,35.6
1004,Arkansas,1999.0,42.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,4.0,0.0,0.0,20.0,100.0,20.0,135.0,14.8
1005,California,1999.0,15.0,9.0,1.0,0.0,0.0,10.0,40.0,16.0,4.0,1.0,0.0,21.0,80.0,31.0,120.0,25.8
1006,Colorado,1999.0,4.0,5.0,7.0,0.0,0.0,12.0,35.0,10.0,12.0,0.0,0.0,22.0,65.0,34.0,100.0,34.0
1007,Connecticut,1999.0,9.0,5.0,4.0,0.0,0.0,9.0,36.0,33.0,13.0,0.0,0.0,46.0,151.0,55.0,187.0,29.4
1008,Deleware,1999.0,22.0,3.0,3.0,0.0,0.0,6.0,21.0,2.0,7.0,0.0,0.0,9.0,41.0,15.0,62.0,24.2
1009,Florida,1999.0,23.0,3.0,4.0,0.0,0.0,7.0,40.0,20.0,11.0,0.0,0.0,31.0,120.0,38.0,160.0,23.8
1010,Georgia,1999.0,32.0,8.0,1.0,0.0,0.0,9.0,56.0,24.0,11.0,0.0,0.0,35.0,180.0,44.0,236.0,18.6
1011,Hawaii,1999.0,25.0,5.0,0.0,0.0,0.0,5.0,25.0,7.0,5.0,0.0,0.0,12.0,51.0,17.0,76.0,22.4
1012,Idaho,1999.0,18.0,2.0,4.0,0.0,0.0,6.0,35.0,5.0,15.0,0.0,0.0,20.0,70.0,26.0,105.0,24.8
1013,Illinois,1999.0,16.0,5.0,7.0,0.0,0.0,12.0,59.0,19.0,14.0,0.0,0.0,33.0,118.0,45.0,177.0,25.4
1014,Indiana,1999.0,35.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,27.0,150.0,18.0
1015,Iowa,1999.0,27.0,4.0,7.0,0.0,0.0,11.0,50.0,10.0,11.0,0.0,0.0,21.0,100.0,32.0,150.0,21.3
1016,Kansas,1999.0,5.0,4.0,10.0,0.0,0.0,14.0,40.0,17.0,24.0,0.0,0.0,41.0,125.0,55.0,165.0,33.3
1017,Kentucky,1999.0,47.0,0.0,4.0,0.0,0.0,4.0,38.0,10.0,2.0,0.0,0.0,12.0,100.0,16.0,138.0,11.6
1018,Louisiana,1999.0,43.0,2.0,0.0,0.0,0.0,2.0,39.0,14.0,4.0,0.0,0.0,18.0,105.0,20.0,144.0,13.9
1019,Maine,1999.0,12.0,12.0,3.0,1.0,0.0,16.0,35.0,22.0,13.0,1.0,0.0,36.0,151.0,52.0,186.0,28.0
1020,Maryland,1999.0,10.0,7.0,2.0,0.0,0.0,9.0,47.0,37.0,9.0,0.0,0.0,46.0,141.0,55.0,188.0,29.3
1021,Massachusetts,1999.0,14.0,9.0,1.0,0.0,0.0,10.0,40.0,33.0,9.0,0.0,0.0,42.0,160.0,52.0,200.0,26.0
1022,Michigan,1999.0,21.0,2.0,3.0,0.0,0.0,5.0,38.0,18.0,13.0,0.0,0.0,31.0,110.0,36.0,148.0,24.3
1023,Minnesota,1999.0,11.0,14.0,8.0,0.0,0.0,22.0,67.0,20.0,15.0,0.0,0.0,35.0,134.0,57.0,201.0,28.4
1024,Mississippi,1999.0,46.0,3.0,0.0,0.0,0.0,3.0,52.0,14.0,4.0,0.0,0.0,18.0,122.0,21.0,174.0,12.1
1025,Missouri,1999.0,26.0,1.0,4.0,0.0,0.0,5.0,34.0,22.0,16.0,0.0,0.0,38.0,163.0,43.0,197.0,21.8
1026,Montana,1999.0,19.0,8.0,0.0,0.0,0.0,8.0,50.0,18.0,11.0,0.0,0.0,29.0,100.0,37.0,150.0,24.7
1027,Nebraska*,1999.0,20.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
1028,Nevada,1999.0,2.0,4.0,1.0,0.0,0.0,5.0,21.0,12.0,6.0,0.0,0.0,18.0,42.0,23.0,63.0,36.5
1029,New Hampshire,1999.0,6.0,5.0,3.0,0.0,0.0,8.0,24.0,70.0,57.0,0.0,0.0,127.0,400.0,135.0,424.0,31.8
1030,New Jersey,1999.0,40.0,1.0,2.0,0.0,0.0,3.0,40.0,9.0,7.0,0.0,0.0,16.0,80.0,19.0,120.0,15.8
1031,New Mexico,1999.0,13.0,7.0,3.0,0.0,0.0,10.0,42.0,10.0,11.0,0.0,0.0,21.0,70.0,31.0,112.0,27.7
1032,New York,1999.0,30.0,5.0,3.0,0.0,0.0,8.0,61.0,26.0,10.0,0.0,0.0,36.0,150.0,44.0,211.0,20.9
1033,North Carolina,1999.0,34.0,5.0,2.0,0.0,0.0,7.0,50.0,12.0,12.0,0.0,0.0,24.0,120.0,31.0,170.0,18.2
1034,North Dakota,1999.0,37.0,3.0,3.0,0.0,0.0,6.0,49.0,10.0,10.0,0.0,0.0,20.0,98.0,26.0,147.0,17.7
1035,Ohio,1999.0,28.0,3.0,2.0,0.0,0.0,5.0,33.0,10.0,13.0,0.0,0.0,23.0,99.0,28.0,132.0,21.2
1036,Oklahoma,1999.0,49.0,4.0,2.0,0.0,0.0,6.0,48.0,5.0,4.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
1037,Oregon,1999.0,8.0,6.0,2.0,0.0,0.0,8.0,30.0,11.0,8.0,0.0,0.0,19.0,60.0,27.0,90.0,30.0
1038,Pennsylvania,1999.0,45.0,4.0,3.0,0.0,0.0,7.0,50.0,12.0,13.0,0.0,0.0,25.0,203.0,32.0,253.0,12.6
1039,Rhode Island,1999.0,17.0,9.0,2.0,0.0,0.0,11.0,50.0,22.0,5.0,0.0,0.0,27.0,100.0,38.0,150.0,25.3
1040,South Carolina,1999.0,48.0,2.0,1.0,0.0,0.0,3.0,46.0,6.0,10.0,0.0,0.0,16.0,124.0,19.0,170.0,11.2
1041,South Dakota,1999.0,44.0,1.0,4.0,0.0,0.0,5.0,35.0,4.0,5.0,0.0,0.0,9.0,70.0,14.0,105.0,13.3
1042,Tennessee,1999.0,39.0,4.0,1.0,0.0,0.0,5.0,33.0,12.0,5.0,0.0,0.0,17.0,99.0,22.0,132.0,16.7
1043,Texas,1999.0,38.0,2.0,2.0,0.0,0.0,4.0,31.0,16.0,12.0,0.0,0.0,28.0,150.0,32.0,181.0,17.7
1044,Utah,1999.0,29.0,3.0,1.0,0.0,0.0,4.0,29.0,8.0,10.0,0.0,0.0,18.0,75.0,22.0,104.0,21.2
1045,Vermont,1999.0,7.0,9.0,1.0,0.0,0.0,10.0,30.0,34.0,13.0,0.0,0.0,47.0,150.0,57.0,180.0,31.7
1046,Virginia,1999.0,41.0,6.0,1.0,0.0,0.0,7.0,40.0,8.0,7.0,0.0,0.0,15.0,100.0,22.0,140.0,15.7
1047,Washington,1999.0,1.0,18.0,5.0,0.0,0.0,23.0,49.0,22.0,15.0,0.0,0.0,37.0,98.0,60.0,147.0,40.8
1048,West Virginia,1999.0,36.0,2.0,2.0,0.0,0.0,4.0,34.0,14.0,6.0,0.0,0.0,20.0,100.0,24.0,134.0,17.9
1049,Wisconsin,1999.0,24.0,4.0,7.0,0.0,0.0,11.0,33.0,10.0,10.0,0.0,0.0,20.0,99.0,31.0,132.0,23.5
1050,Wyoming,1999.0,31.0,3.0,2.0,0.0,0.0,5.0,30.0,8.0,5.0,0.0,0.0,13.0,60.0,18.0,90.0,20.0
1051,Alabama,1998.0,50.0,2.0,0.0,0.0,0.0,2.0,35.0,4.0,0.0,0.0,0.0,4.0,105.0,6.0,140.0,4.3
1052,Alaska,1998.0,43.0,1.0,0.0,2.0,0.0,3.0,20.0,1.0,4.0,0.0,0.0,5.0,40.0,8.0,60.0,13.3
1053,Arizona,1998.0,2.0,4.0,4.0,0.0,0.0,8.0,30.0,8.0,17.0,0.0,0.0,25.0,60.0,33.0,90.0,36.7
1054,Arkansas,1998.0,35.0,0.0,1.0,0.0,0.0,1.0,35.0,20.0,2.0,0.0,0.0,22.0,100.0,23.0,135.0,17.0
1055,California,1998.0,24.0,5.0,1.0,0.0,0.0,6.0,40.0,17.0,3.0,0.0,0.0,20.0,80.0,26.0,120.0,21.7
1056,Colorado,1998.0,3.0,5.0,5.0,0.0,0.0,10.0,35.0,10.0,15.0,0.0,0.0,25.0,65.0,35.0,100.0,35.0
1057,Connecticut,1998.0,10.0,5.0,4.0,0.0,0.0,9.0,36.0,32.0,13.0,0.0,0.0,45.0,151.0,54.0,187.0,28.9
1058,Deleware,1998.0,14.0,3.0,4.0,0.0,0.0,7.0,21.0,2.0,7.0,0.0,0.0,9.0,41.0,16.0,62.0,25.8
1059,Florida,1998.0,19.0,2.0,4.0,0.0,0.0,6.0,40.0,23.0,9.0,0.0,0.0,32.0,120.0,38.0,160.0,23.8
1060,Georgia,1998.0,37.0,6.0,1.0,0.0,0.0,7.0,56.0,22.0,10.0,0.0,0.0,32.0,180.0,39.0,236.0,16.5
1061,Hawaii,1998.0,33.0,5.0,0.0,0.0,0.0,5.0,25.0,5.0,3.0,0.0,0.0,8.0,51.0,13.0,76.0,17.1
1062,Idaho,1998.0,18.0,2.0,4.0,0.0,0.0,6.0,35.0,4.0,15.0,0.0,0.0,19.0,70.0,25.0,105.0,23.8
1063,Illinois,1998.0,16.0,4.0,6.0,0.0,0.0,10.0,59.0,18.0,17.0,0.0,0.0,35.0,118.0,45.0,177.0,25.4
1064,Indiana,1998.0,29.0,7.0,7.0,0.0,0.0,14.0,50.0,6.0,8.0,0.0,0.0,14.0,100.0,28.0,150.0,18.7
1065,Iowa,1998.0,26.0,5.0,7.0,0.0,0.0,12.0,50.0,10.0,10.0,0.0,0.0,20.0,100.0,32.0,150.0,21.3
1066,Kansas,1998.0,9.0,4.0,10.0,0.0,0.0,14.0,40.0,15.0,20.0,0.0,0.0,35.0,125.0,49.0,165.0,29.7
1067,Kentucky,1998.0,49.0,0.0,2.0,0.0,0.0,2.0,38.0,7.0,4.0,0.0,0.0,11.0,100.0,13.0,138.0,9.4
1068,Louisiana,1998.0,46.0,2.0,0.0,0.0,0.0,2.0,39.0,12.0,2.0,1.0,0.0,15.0,105.0,17.0,144.0,11.8
1069,Maine,1998.0,14.0,9.0,3.0,1.0,0.0,13.0,35.0,23.0,11.0,1.0,0.0,35.0,151.0,48.0,186.0,25.8
1070,Maryland,1998.0,8.0,7.0,1.0,0.0,0.0,8.0,47.0,37.0,11.0,0.0,0.0,48.0,141.0,56.0,188.0,29.8
1071,Massachusetts,1998.0,20.0,7.0,0.0,0.0,0.0,7.0,40.0,30.0,10.0,0.0,0.0,40.0,160.0,47.0,200.0,23.5
1072,Michigan,1998.0,23.0,2.0,1.0,0.0,0.0,3.0,38.0,17.0,14.0,0.0,0.0,31.0,110.0,34.0,148.0,23.0
1073,Minnesota,1998.0,6.0,14.0,8.0,0.0,0.0,22.0,67.0,26.0,14.0,0.0,0.0,40.0,134.0,62.0,201.0,30.8
1074,Mississippi,1998.0,44.0,3.0,0.0,0.0,0.0,3.0,52.0,15.0,4.0,0.0,0.0,19.0,122.0,22.0,174.0,12.6
1075,Missouri,1998.0,27.0,0.0,3.0,0.0,0.0,3.0,34.0,21.0,18.0,0.0,0.0,39.0,163.0,42.0,197.0,21.3
1076,Montana,1998.0,21.0,8.0,1.0,0.0,0.0,9.0,50.0,15.0,11.0,0.0,0.0,26.0,100.0,35.0,150.0,23.3
1077,Nebraska*,1998.0,12.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,49.0,26.5
1078,Nevada,1998.0,4.0,3.0,2.0,0.0,0.0,5.0,21.0,10.0,6.0,0.0,0.0,16.0,42.0,21.0,63.0,33.3
1079,New Hampshire,1998.0,7.0,5.0,3.0,0.0,0.0,8.0,24.0,64.0,57.0,1.0,0.0,122.0,400.0,130.0,424.0,30.7
1080,New Jersey,1998.0,39.0,2.0,2.0,0.0,0.0,4.0,40.0,9.0,7.0,0.0,0.0,16.0,80.0,20.0,120.0,16.7
1081,New Mexico,1998.0,11.0,7.0,3.0,0.0,0.0,10.0,42.0,10.0,10.0,0.0,0.0,20.0,70.0,30.0,112.0,26.8
1082,New York,1998.0,28.0,7.0,1.0,0.0,0.0,8.0,61.0,25.0,10.0,0.0,0.0,35.0,150.0,43.0,211.0,20.4
1083,North Carolina,1998.0,32.0,4.0,2.0,0.0,0.0,6.0,50.0,11.0,13.0,0.0,0.0,24.0,120.0,30.0,170.0,17.6
